# from: https://chisel.weirdgloop.org/
id,name,configName,exchangeable,members,stackable,values,examine,weight,actInv,actWorld,params,notedId,placeholderId,model,category
8513,null,cert_poh_flatpack_bookcase2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8512,-1,0,0
8514,Mahogany bookcase,poh_flatpack_bookcase3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8515,14957,12285,484
8515,null,cert_poh_flatpack_bookcase3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8514,-1,0,0
8516,Beer barrel,poh_flatpack_beerbarrel1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8517,14958,12284,484
8517,null,cert_poh_flatpack_beerbarrel1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8516,-1,0,0
8518,Cider barrel,poh_flatpack_beerbarrel2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8519,14959,12284,484
8519,null,cert_poh_flatpack_beerbarrel2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8518,-1,0,0
8520,Asgarnian ale,poh_flatpack_beerbarrel3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8521,14960,12284,484
8521,null,cert_poh_flatpack_beerbarrel3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8520,-1,0,0
8522,Greenman's ale,poh_flatpack_beerbarrel4,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8523,14961,12284,484
8523,null,cert_poh_flatpack_beerbarrel4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8522,-1,0,0
8524,Dragon bitter,poh_flatpack_beerbarrel5,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8525,14962,12284,484
8525,null,cert_poh_flatpack_beerbarrel5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8524,-1,0,0
8526,Chef's delight,poh_flatpack_beerbarrel6,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8527,14963,12284,484
8527,null,cert_poh_flatpack_beerbarrel6,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8526,-1,0,0
8528,Kitchen table,poh_flatpack_kitchentable1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8529,14964,12292,484
8529,null,cert_poh_flatpack_kitchentable1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8528,-1,0,0
8530,Oak kitchen table,poh_flatpack_kitchentable2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8531,14965,12292,484
8531,null,cert_poh_flatpack_kitchentable2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8530,-1,0,0
8532,Teak kitchen table,poh_flatpack_kitchentable3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8533,14966,12292,484
8533,null,cert_poh_flatpack_kitchentable3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8532,-1,0,0
8534,Oak lectern,poh_flatpack_lecturn1,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8535,-1,12293,484
8535,null,cert_poh_flatpack_lecturn1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8534,-1,0,0
8536,Eagle lectern,poh_flatpack_lecturn2,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8537,-1,12293,484
8537,null,cert_poh_flatpack_lecturn2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8536,-1,0,0
8538,Demon lectern,poh_flatpack_lecturn3,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8539,-1,12293,484
8539,null,cert_poh_flatpack_lecturn3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8538,-1,0,0
8540,Teak eagle lectern,poh_flatpack_lecturn4,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8541,-1,12293,484
8541,null,cert_poh_flatpack_lecturn4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8540,-1,0,0
8542,Teak demon lectern,poh_flatpack_lecturn5,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8543,-1,12293,484
8543,null,cert_poh_flatpack_lecturn5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8542,-1,0,0
8544,Mahogany eagle,poh_flatpack_lecturn6,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8545,-1,12293,484
8545,null,cert_poh_flatpack_lecturn6,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8544,-1,0,0
8546,Mahogany demon,poh_flatpack_lecturn7,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8547,-1,12293,484
8547,null,cert_poh_flatpack_lecturn7,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8546,-1,0,0
8548,Wood dining table,poh_flatpack_diningtable1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8549,14967,12289,484
8549,null,cert_poh_flatpack_diningtable1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8548,-1,0,0
8550,Oak dining table,poh_flatpack_diningtable2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8551,14968,12289,484
8551,null,cert_poh_flatpack_diningtable2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8550,-1,0,0
8552,Carved oak table,poh_flatpack_diningtable3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8553,14969,12289,484
8553,null,cert_poh_flatpack_diningtable3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8552,-1,0,0
8554,Teak table,poh_flatpack_diningtable4,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8555,14970,12289,484
8555,null,cert_poh_flatpack_diningtable4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8554,-1,0,0
8556,Carved teak table,poh_flatpack_diningtable5,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8557,14971,12289,484
8557,null,cert_poh_flatpack_diningtable5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8556,-1,0,0
8558,Mahogany table,poh_flatpack_diningtable6,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8559,14972,12289,484
8559,null,cert_poh_flatpack_diningtable6,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8558,-1,0,0
8560,Opulent table,poh_flatpack_diningtable7,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8561,14973,12289,484
8561,null,cert_poh_flatpack_diningtable7,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8560,-1,0,0
8562,Wooden bench,poh_flatpack_diningchair1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8563,14974,12288,484
8563,null,cert_poh_flatpack_diningchair1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8562,-1,0,0
8564,Oak bench,poh_flatpack_diningchair2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8565,14975,12288,484
8565,null,cert_poh_flatpack_diningchair2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8564,-1,0,0
8566,Carved oak bench,poh_flatpack_diningchair3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8567,14976,12288,484
8567,null,cert_poh_flatpack_diningchair3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8566,-1,0,0
8568,Teak dining bench,poh_flatpack_diningchair4,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8569,14977,12288,484
8569,null,cert_poh_flatpack_diningchair4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8568,-1,0,0
8570,Carved teak bench,poh_flatpack_diningchair5,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8571,14978,12288,484
8571,null,cert_poh_flatpack_diningchair5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8570,-1,0,0
8572,Mahogany bench,poh_flatpack_diningchair6,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8573,14979,12288,484
8573,null,cert_poh_flatpack_diningchair6,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8572,-1,0,0
8574,Gilded bench,poh_flatpack_diningchair7,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8575,14980,12288,484
8575,null,cert_poh_flatpack_diningchair7,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8574,-1,0,0
8576,Wooden bed,poh_flatpack_bed1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8577,14981,12283,484
8577,null,cert_poh_flatpack_bed1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8576,-1,0,0
8578,Oak bed,poh_flatpack_bed2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8579,14982,12283,484
8579,null,cert_poh_flatpack_bed2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8578,-1,0,0
8580,Large oak bed,poh_flatpack_bed3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8581,14983,12283,484
8581,null,cert_poh_flatpack_bed3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8580,-1,0,0
8582,Teak bed,poh_flatpack_bed4,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8583,14984,12283,484
8583,null,cert_poh_flatpack_bed4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8582,-1,0,0
8584,Large teak bed,poh_flatpack_bed5,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8585,14985,12283,484
8585,null,cert_poh_flatpack_bed5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8584,-1,0,0
8586,Four-poster bed,poh_flatpack_bed6,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8587,14986,12283,484
8587,null,cert_poh_flatpack_bed6,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8586,-1,0,0
8588,Gilded four-poster,poh_flatpack_bed7,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8589,14987,12283,484
8589,null,cert_poh_flatpack_bed7,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8588,-1,0,0
8590,Oak clock,poh_flatpack_clock1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8591,14988,12286,484
8591,null,cert_poh_flatpack_clock1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8590,-1,0,0
8592,Teak clock,poh_flatpack_clock2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8593,14989,12286,484
8593,null,cert_poh_flatpack_clock2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8592,-1,0,0
8594,Gilded clock,poh_flatpack_clock3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8595,14990,12286,484
8595,null,cert_poh_flatpack_clock3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8594,-1,0,0
8596,Shaving stand,poh_flatpack_dresser1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8597,14991,12290,484
8597,null,cert_poh_flatpack_dresser1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8596,-1,0,0
8598,Oak shaving stand,poh_flatpack_dresser2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8599,14992,12290,484
8599,null,cert_poh_flatpack_dresser2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8598,-1,0,0
8600,Oak dresser,poh_flatpack_dresser3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8601,14993,12290,484
8601,null,cert_poh_flatpack_dresser3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8600,-1,0,0
8602,Teak dresser,poh_flatpack_dresser4,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8603,14994,12290,484
8603,null,cert_poh_flatpack_dresser4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8602,-1,0,0
8604,Fancy teak dresser,poh_flatpack_dresser5,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8605,14995,12290,484
8605,null,cert_poh_flatpack_dresser5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8604,-1,0,0
8606,Mahogany dresser,poh_flatpack_dresser6,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8607,14996,12290,484
8607,null,cert_poh_flatpack_dresser6,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8606,-1,0,0
8608,Gilded dresser,poh_flatpack_dresser7,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8609,14997,12290,484
8609,null,cert_poh_flatpack_dresser7,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8608,-1,0,0
8610,Shoe box,poh_flatpack_wardrobe1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8611,14998,12295,484
8611,null,cert_poh_flatpack_wardrobe1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8610,-1,0,0
8612,Oak drawers,poh_flatpack_wardrobe2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8613,14999,12295,484
8613,null,cert_poh_flatpack_wardrobe2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8612,-1,0,0
8614,Oak wardrobe,poh_flatpack_wardrobe3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8615,15000,12295,484
8615,null,cert_poh_flatpack_wardrobe3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8614,-1,0,0
8616,Teak drawers,poh_flatpack_wardrobe4,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8617,15001,12295,484
8617,null,cert_poh_flatpack_wardrobe4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8616,-1,0,0
8618,Teak wardrobe,poh_flatpack_wardrobe5,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8619,15002,12295,484
8619,null,cert_poh_flatpack_wardrobe5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8618,-1,0,0
8620,Mahogany wardrobe,poh_flatpack_wardrobe6,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8621,15003,12295,484
8621,null,cert_poh_flatpack_wardrobe6,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8620,-1,0,0
8622,Gilded wardrobe,poh_flatpack_wardrobe7,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8623,15004,12295,484
8623,null,cert_poh_flatpack_wardrobe7,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8622,-1,0,0
8624,Crystal ball,poh_flatpack_crystalball1,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8625,15005,12287,484
8625,null,cert_poh_flatpack_crystalball1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8624,-1,0,0
8626,Elemental sphere,poh_flatpack_crystalball2,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8627,15006,12287,484
8627,null,cert_poh_flatpack_crystalball2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8626,-1,0,0
8628,Crystal of power,poh_flatpack_crystalball3,TRUE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8629,15007,12287,484
8629,null,cert_poh_flatpack_crystalball3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8628,-1,0,0
8630,Globe,poh_flatpack_globe1,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8631,-1,12291,484
8631,null,cert_poh_flatpack_globe1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8630,-1,0,0
8632,Ornamental globe,poh_flatpack_globe2,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8633,-1,12291,484
8633,null,cert_poh_flatpack_globe2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8632,-1,0,0
8634,Lunar globe,poh_flatpack_globe3,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8635,-1,12291,484
8635,null,cert_poh_flatpack_globe3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8634,-1,0,0
8636,Celestial globe,poh_flatpack_globe4,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8637,-1,12291,484
8637,null,cert_poh_flatpack_globe4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8636,-1,0,0
8638,Armillary sphere,poh_flatpack_globe5,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8639,-1,12291,484
8639,null,cert_poh_flatpack_globe5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8638,-1,0,0
8640,Small orrery,poh_flatpack_globe6,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8641,-1,12291,484
8641,null,cert_poh_flatpack_globe6,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8640,-1,0,0
8642,Large orrery,poh_flatpack_globe7,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8643,-1,12291,484
8643,null,cert_poh_flatpack_globe7,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8642,-1,0,0
8644,Oak telescope,poh_flatpack_telescope1,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8645,-1,12294,484
8645,null,cert_poh_flatpack_telescope1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8644,-1,0,0
8646,Teak telescope,poh_flatpack_telescope2,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8647,-1,12294,484
8647,null,cert_poh_flatpack_telescope2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8646,-1,0,0
8648,Mahogany telescope,poh_flatpack_telescope3,FALSE,TRUE,0,10,How does it all fit in there?,1000,Drop,Take,,8649,-1,12294,484
8649,null,cert_poh_flatpack_telescope3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,8648,-1,0,0
8650,Banner,poh_banner_arrav,FALSE,TRUE,0,1,A banner with the symbol of Arrav.,2267,"Wield, Drop",Take,,-1,14820,12986,42
8651,null,cert_poh_banner_arrav,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
8652,Banner,poh_banner_asgarnia,FALSE,TRUE,0,1,A banner with the symbol of Asgarnia.,2267,"Wield, Drop",Take,,-1,14821,12987,42
8653,null,cert_poh_banner_asgarnia,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
8654,Banner,poh_banner_dorgeshuun,FALSE,TRUE,0,1,A banner with a picture of the Dorgeshuun brooch.,2267,"Wield, Drop",Take,,-1,14822,12988,42
8655,null,cert_poh_banner_dorgeshuun,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
8656,Banner,poh_banner_dragon,FALSE,TRUE,0,1,A banner with a picture of a dragon.,2267,"Wield, Drop",Take,,-1,14823,12989,42
8657,null,cert_poh_banner_dragon,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
8658,Banner,poh_banner_fairy,FALSE,TRUE,0,1,A banner with a picture of a fairy.,2267,"Wield, Drop",Take,,-1,14824,12990,42
8659,null,cert_poh_banner_fairy,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
8660,Banner,poh_banner_guthix,FALSE,TRUE,0,1,A banner with the symbol of Guthix.,2267,"Wield, Drop",Take,1,-1,14825,12991,42
8661,null,cert_poh_banner_guthix,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
8662,Banner,poh_banner_ham,FALSE,TRUE,0,1,A banner with the symbol of the HAM cult.,2267,"Wield, Drop",Take,,-1,14826,12992,42
8663,null,cert_poh_banner_ham,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
8664,Banner,poh_banner_horse,FALSE,TRUE,0,1,A banner with a picture of the mythical 'horse'.,2267,"Wield, Drop",Take,,-1,14827,12993,42
8665,null,cert_poh_banner_horse,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
8666,Banner,poh_banner_jogre,FALSE,TRUE,0,1,A banner with a picture of a Jogre.,2267,"Wield, Drop",Take,,-1,14828,12994,42
8667,null,cert_poh_banner_jogre,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
8668,Banner,poh_banner_kandarin,FALSE,TRUE,0,1,A banner with the symbol of Kandarin.,2267,"Wield, Drop",Take,,-1,14829,12995,42
8669,null,cert_poh_banner_kandarin,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
8670,Banner,poh_banner_misthalin,FALSE,TRUE,0,1,A banner with the symbol of Misthalin.,2267,"Wield, Drop",Take,,-1,14830,12996,42
8671,null,cert_poh_banner_misthalin,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
8672,Banner,poh_banner_money,FALSE,TRUE,0,1,A banner with a picture of a money-bag.,2267,"Wield, Drop",Take,,-1,14831,12997,42
8673,null,cert_poh_banner_money,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
8674,Banner,poh_banner_saradomin,FALSE,TRUE,0,1,A banner with the symbol of Saradomin.,2267,"Wield, Drop",Take,1,-1,14832,12998,42
8675,null,cert_poh_banner_saradomin,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
8676,Banner,poh_banner_skull,FALSE,TRUE,0,1,A banner with a picture of a skull.,2267,"Wield, Drop",Take,,-1,14833,12999,42
8677,null,cert_poh_banner_skull,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
8678,Banner,poh_banner_varrock,FALSE,TRUE,0,1,A banner with the symbol of Varrock.,2267,"Wield, Drop",Take,,-1,14834,13000,42
8679,null,cert_poh_banner_varrock,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
8680,Banner,poh_banner_zamorak,FALSE,TRUE,0,1,A banner with the symbol of Zamorak.,2267,"Wield, Drop",Take,1,-1,14835,13001,42
8681,null,cert_poh_banner_zamorak,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
8682,Steel heraldic helm,poh_helmet_arrav,FALSE,TRUE,0,600,The colours represent the symbol of Arrav.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14836,2813,2
8683,null,cert_poh_helmet_arrav,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
8684,Steel heraldic helm,poh_helmet_asgarnia,FALSE,TRUE,0,600,The colours represent Asgarnia.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14837,2813,2
8685,null,cert_poh_helmet_asgarnia,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
8686,Steel heraldic helm,poh_helmet_dorgeshuun,FALSE,TRUE,0,600,The colours represent the Dorgeshuun brooch.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14838,2813,2
8687,null,cert_poh_helmet_dorgeshuun,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
8688,Steel heraldic helm,poh_helmet_dragon,FALSE,TRUE,0,600,The colours represent a dragon.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14839,2813,2
8689,null,cert_poh_helmet_dragon,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
8690,Steel heraldic helm,poh_helmet_fairy,FALSE,TRUE,0,600,The colours represent a fairy.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14840,2813,2
8691,null,cert_poh_helmet_fairy,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
8692,Steel heraldic helm,poh_helmet_guthix,FALSE,TRUE,0,600,The colours represent Guthix.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0, 1",-1,14841,2813,2
8693,null,cert_poh_helmet_guthix,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
8694,Steel heraldic helm,poh_helmet_ham,FALSE,TRUE,0,600,The colours represent the HAM cult.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14842,2813,2
8695,null,cert_poh_helmet_ham,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
8696,Steel heraldic helm,poh_helmet_horse,FALSE,TRUE,0,600,The colours represent the mythical 'horse'.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14843,2813,2
8697,null,cert_poh_helmet_horse,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
8698,Steel heraldic helm,poh_helmet_jogre,FALSE,TRUE,0,600,The colours represent a Jogre.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14844,2813,2
8699,null,cert_poh_helmet_jogre,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
8700,Steel heraldic helm,poh_helmet_kandarin,FALSE,TRUE,0,600,The colours represent Kandarin.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14845,2813,2
8701,null,cert_poh_helmet_kandarin,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
8702,Steel heraldic helm,poh_helmet_misthalin,FALSE,TRUE,0,600,The colours represent Misthalin.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14846,2813,2
8703,null,cert_poh_helmet_misthalin,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
8704,Steel heraldic helm,poh_helmet_money,FALSE,TRUE,0,600,The colours represent money.,2721,"Wear, Drop",Take,"0, 0, 0, -6, -3, 9, 10, 7, -1, 9, 0",-1,14847,2813,2
8705,null,cert_poh_helmet_money,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
